Timestep,StratumID,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2054,Sonoran Basin and Range,Drought: Low Severity [Type],11.04770932,Normal,Iteration and Timestep,5.52385466,NA,NA
2055,Coast Range,Drought: Low Severity [Type],501.2266383,Normal,Iteration and Timestep,250.6133191,NA,NA
2055,Cascades,Drought: Low Severity [Type],65.59333907,Normal,Iteration and Timestep,32.79666954,NA,NA
2055,Sierra Nevada,Drought: Low Severity [Type],2720.705325,Normal,Iteration and Timestep,1360.352663,NA,NA
2055,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],2693.470204,Normal,Iteration and Timestep,1346.735102,NA,NA
2055,Central California Valley,Drought: Low Severity [Type],31.08597619,Normal,Iteration and Timestep,15.5429881,NA,NA
2055,Southern California Mountains,Drought: Low Severity [Type],778.9533906,Normal,Iteration and Timestep,389.4766953,NA,NA
2055,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],583.7359299,Normal,Iteration and Timestep,291.867965,NA,NA
2055,Central Basin and Range,Drought: Low Severity [Type],291.5108091,Normal,Iteration and Timestep,145.7554046,NA,NA
2055,Mojave Basin and Range,Drought: Low Severity [Type],267.9776103,Normal,Iteration and Timestep,133.9888051,NA,NA
2055,Klamath Mountains,Drought: Low Severity [Type],1115.681868,Normal,Iteration and Timestep,557.8409339,NA,NA
2055,Northern Basin and Range,Drought: Low Severity [Type],90.95628386,Normal,Iteration and Timestep,45.47814193,NA,NA
2055,Sonoran Basin and Range,Drought: Low Severity [Type],17.01332542,Normal,Iteration and Timestep,8.50666271,NA,NA
2056,Coast Range,Drought: Low Severity [Type],1025.785858,Normal,Iteration and Timestep,512.8929289,NA,NA
2056,Cascades,Drought: Low Severity [Type],113.1535285,Normal,Iteration and Timestep,56.57676424,NA,NA
2056,Sierra Nevada,Drought: Low Severity [Type],3838.232791,Normal,Iteration and Timestep,1919.116396,NA,NA
2056,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],3365.175901,Normal,Iteration and Timestep,1682.587951,NA,NA
2056,Central California Valley,Drought: Low Severity [Type],41.59997556,Normal,Iteration and Timestep,20.79998778,NA,NA
2056,Southern California Mountains,Drought: Low Severity [Type],715.7790647,Normal,Iteration and Timestep,357.8895323,NA,NA
2056,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],978.2414716,Normal,Iteration and Timestep,489.1207358,NA,NA
2056,Central Basin and Range,Drought: Low Severity [Type],274.6366608,Normal,Iteration and Timestep,137.3183304,NA,NA
2056,Mojave Basin and Range,Drought: Low Severity [Type],230.1260064,Normal,Iteration and Timestep,115.0630032,NA,NA
2056,Klamath Mountains,Drought: Low Severity [Type],2468.709387,Normal,Iteration and Timestep,1234.354694,NA,NA
2056,Northern Basin and Range,Drought: Low Severity [Type],128.4961749,Normal,Iteration and Timestep,64.24808745,NA,NA
2056,Sonoran Basin and Range,Drought: Low Severity [Type],15.91931648,Normal,Iteration and Timestep,7.959658241,NA,NA
2057,Coast Range,Drought: Low Severity [Type],715.240152,Normal,Iteration and Timestep,357.620076,NA,NA
2057,Cascades,Drought: Low Severity [Type],71.37198351,Normal,Iteration and Timestep,35.68599175,NA,NA
2057,Sierra Nevada,Drought: Low Severity [Type],2975.485375,Normal,Iteration and Timestep,1487.742687,NA,NA
2057,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],2937.240856,Normal,Iteration and Timestep,1468.620428,NA,NA
2057,Central California Valley,Drought: Low Severity [Type],35.32663969,Normal,Iteration and Timestep,17.66331984,NA,NA
2057,Southern California Mountains,Drought: Low Severity [Type],832.4782533,Normal,Iteration and Timestep,416.2391267,NA,NA
2057,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],697.2174016,Normal,Iteration and Timestep,348.6087008,NA,NA
2057,Central Basin and Range,Drought: Low Severity [Type],222.3529764,Normal,Iteration and Timestep,111.1764882,NA,NA
2057,Mojave Basin and Range,Drought: Low Severity [Type],288.7244105,Normal,Iteration and Timestep,144.3622053,NA,NA
2057,Klamath Mountains,Drought: Low Severity [Type],1607.800223,Normal,Iteration and Timestep,803.9001113,NA,NA
2057,Northern Basin and Range,Drought: Low Severity [Type],97.89309814,Normal,Iteration and Timestep,48.94654907,NA,NA
2057,Sonoran Basin and Range,Drought: Low Severity [Type],17.41205553,Normal,Iteration and Timestep,8.706027767,NA,NA
2058,Coast Range,Drought: Low Severity [Type],788.8704863,Normal,Iteration and Timestep,394.4352431,NA,NA
2058,Cascades,Drought: Low Severity [Type],61.72507196,Normal,Iteration and Timestep,30.86253598,NA,NA
2058,Sierra Nevada,Drought: Low Severity [Type],2544.686564,Normal,Iteration and Timestep,1272.343282,NA,NA
2058,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],3136.127744,Normal,Iteration and Timestep,1568.063872,NA,NA
2058,Central California Valley,Drought: Low Severity [Type],34.89540715,Normal,Iteration and Timestep,17.44770357,NA,NA
2058,Southern California Mountains,Drought: Low Severity [Type],853.7494774,Normal,Iteration and Timestep,426.8747387,NA,NA
2058,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],568.190265,Normal,Iteration and Timestep,284.0951325,NA,NA
2058,Central Basin and Range,Drought: Low Severity [Type],178.7584993,Normal,Iteration and Timestep,89.37924966,NA,NA
2058,Mojave Basin and Range,Drought: Low Severity [Type],230.7969133,Normal,Iteration and Timestep,115.3984566,NA,NA
2058,Klamath Mountains,Drought: Low Severity [Type],1623.758773,Normal,Iteration and Timestep,811.8793867,NA,NA
2058,Northern Basin and Range,Drought: Low Severity [Type],80.13649778,Normal,Iteration and Timestep,40.06824889,NA,NA
2058,Sonoran Basin and Range,Drought: Low Severity [Type],17.61292234,Normal,Iteration and Timestep,8.80646117,NA,NA
2059,Coast Range,Drought: Low Severity [Type],528.1746079,Normal,Iteration and Timestep,264.0873039,NA,NA
2059,Cascades,Drought: Low Severity [Type],40.66570144,Normal,Iteration and Timestep,20.33285072,NA,NA
2059,Sierra Nevada,Drought: Low Severity [Type],1679.16379,Normal,Iteration and Timestep,839.5818949,NA,NA
2059,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],2055.672906,Normal,Iteration and Timestep,1027.836453,NA,NA
2059,Central California Valley,Drought: Low Severity [Type],22.9157424,Normal,Iteration and Timestep,11.4578712,NA,NA
2059,Southern California Mountains,Drought: Low Severity [Type],599.4573201,Normal,Iteration and Timestep,299.7286601,NA,NA
2059,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],377.7820833,Normal,Iteration and Timestep,188.8910416,NA,NA
2059,Central Basin and Range,Drought: Low Severity [Type],138.037714,Normal,Iteration and Timestep,69.01885701,NA,NA
2059,Mojave Basin and Range,Drought: Low Severity [Type],183.0364665,Normal,Iteration and Timestep,91.51823326,NA,NA
2059,Klamath Mountains,Drought: Low Severity [Type],995.2335142,Normal,Iteration and Timestep,497.6167571,NA,NA
2059,Northern Basin and Range,Drought: Low Severity [Type],50.00939681,Normal,Iteration and Timestep,25.00469841,NA,NA
2059,Sonoran Basin and Range,Drought: Low Severity [Type],15.58344222,Normal,Iteration and Timestep,7.791721111,NA,NA
2060,Coast Range,Drought: Low Severity [Type],378.7312409,Normal,Iteration and Timestep,189.3656205,NA,NA
2060,Cascades,Drought: Low Severity [Type],37.89488262,Normal,Iteration and Timestep,18.94744131,NA,NA
2060,Sierra Nevada,Drought: Low Severity [Type],1252.912427,Normal,Iteration and Timestep,626.4562137,NA,NA
2060,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1073.368636,Normal,Iteration and Timestep,536.6843178,NA,NA
2060,Central California Valley,Drought: Low Severity [Type],12.83281895,Normal,Iteration and Timestep,6.416409477,NA,NA
2060,Southern California Mountains,Drought: Low Severity [Type],281.0477442,Normal,Iteration and Timestep,140.5238721,NA,NA
2060,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],419.3327261,Normal,Iteration and Timestep,209.666363,NA,NA
2060,Central Basin and Range,Drought: Low Severity [Type],133.841865,Normal,Iteration and Timestep,66.9209325,NA,NA
2060,Mojave Basin and Range,Drought: Low Severity [Type],113.8270483,Normal,Iteration and Timestep,56.91352417,NA,NA
2060,Klamath Mountains,Drought: Low Severity [Type],893.1348603,Normal,Iteration and Timestep,446.5674301,NA,NA
2060,Northern Basin and Range,Drought: Low Severity [Type],59.38800113,Normal,Iteration and Timestep,29.69400057,NA,NA
2060,Sonoran Basin and Range,Drought: Low Severity [Type],7.590577684,Normal,Iteration and Timestep,3.795288842,NA,NA
2061,Coast Range,Drought: Low Severity [Type],228.8701423,Normal,Iteration and Timestep,114.4350711,NA,NA
2061,Cascades,Drought: Low Severity [Type],25.80259606,Normal,Iteration and Timestep,12.90129803,NA,NA
2061,Sierra Nevada,Drought: Low Severity [Type],860.7913718,Normal,Iteration and Timestep,430.3956859,NA,NA
2061,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],830.3145623,Normal,Iteration and Timestep,415.1572811,NA,NA
2061,Central California Valley,Drought: Low Severity [Type],8.751516388,Normal,Iteration and Timestep,4.375758194,NA,NA
2061,Southern California Mountains,Drought: Low Severity [Type],274.0656936,Normal,Iteration and Timestep,137.0328468,NA,NA
2061,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],291.6923987,Normal,Iteration and Timestep,145.8461993,NA,NA
2061,Central Basin and Range,Drought: Low Severity [Type],106.1065007,Normal,Iteration and Timestep,53.05325033,NA,NA
2061,Mojave Basin and Range,Drought: Low Severity [Type],110.5363448,Normal,Iteration and Timestep,55.26817241,NA,NA
2061,Klamath Mountains,Drought: Low Severity [Type],552.7124388,Normal,Iteration and Timestep,276.3562194,NA,NA
2061,Northern Basin and Range,Drought: Low Severity [Type],44.44230993,Normal,Iteration and Timestep,22.22115496,NA,NA
2061,Sonoran Basin and Range,Drought: Low Severity [Type],7.069957846,Normal,Iteration and Timestep,3.534978923,NA,NA
2062,Coast Range,Drought: Low Severity [Type],214.9093604,Normal,Iteration and Timestep,107.4546802,NA,NA
2062,Cascades,Drought: Low Severity [Type],32.11831316,Normal,Iteration and Timestep,16.05915658,NA,NA
2062,Sierra Nevada,Drought: Low Severity [Type],889.8395217,Normal,Iteration and Timestep,444.91976090000003,NA,NA
2062,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],820.9149234,Normal,Iteration and Timestep,410.4574617,NA,NA
2062,Central California Valley,Drought: Low Severity [Type],8.67722204,Normal,Iteration and Timestep,4.33861102,NA,NA
2062,Southern California Mountains,Drought: Low Severity [Type],294.4190611,Normal,Iteration and Timestep,147.2095305,NA,NA
2062,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],325.2815217,Normal,Iteration and Timestep,162.6407609,NA,NA
2062,Central Basin and Range,Drought: Low Severity [Type],125.6287279,Normal,Iteration and Timestep,62.81436394,NA,NA
2062,Mojave Basin and Range,Drought: Low Severity [Type],120.9262538,Normal,Iteration and Timestep,60.46312692,NA,NA
2062,Klamath Mountains,Drought: Low Severity [Type],538.0344928,Normal,Iteration and Timestep,269.0172464,NA,NA
2062,Northern Basin and Range,Drought: Low Severity [Type],51.46956349,Normal,Iteration and Timestep,25.73478174,NA,NA
2062,Sonoran Basin and Range,Drought: Low Severity [Type],8.90536161,Normal,Iteration and Timestep,4.452680805,NA,NA
2063,Coast Range,Drought: Low Severity [Type],179.6614552,Normal,Iteration and Timestep,89.83072762,NA,NA
2063,Cascades,Drought: Low Severity [Type],30.08740502,Normal,Iteration and Timestep,15.04370251,NA,NA
2063,Sierra Nevada,Drought: Low Severity [Type],861.5786946,Normal,Iteration and Timestep,430.7893473,NA,NA
2063,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],757.7917144,Normal,Iteration and Timestep,378.8958572,NA,NA
2063,Central California Valley,Drought: Low Severity [Type],7.728192941,Normal,Iteration and Timestep,3.864096471,NA,NA
2063,Southern California Mountains,Drought: Low Severity [Type],349.890959,Normal,Iteration and Timestep,174.9454795,NA,NA
2063,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],332.2935439,Normal,Iteration and Timestep,166.146772,NA,NA
2063,Central Basin and Range,Drought: Low Severity [Type],126.6599488,Normal,Iteration and Timestep,63.32997439,NA,NA
2063,Mojave Basin and Range,Drought: Low Severity [Type],176.1822272,Normal,Iteration and Timestep,88.0911136,NA,NA
2063,Klamath Mountains,Drought: Low Severity [Type],471.4636189,Normal,Iteration and Timestep,235.7318094,NA,NA
2063,Northern Basin and Range,Drought: Low Severity [Type],53.73532221,Normal,Iteration and Timestep,26.8676611,NA,NA
2063,Sonoran Basin and Range,Drought: Low Severity [Type],9.931777479,Normal,Iteration and Timestep,4.96588874,NA,NA
2064,Coast Range,Drought: Low Severity [Type],204.9917838,Normal,Iteration and Timestep,102.4958919,NA,NA
2064,Cascades,Drought: Low Severity [Type],38.00868512,Normal,Iteration and Timestep,19.00434256,NA,NA
2064,Sierra Nevada,Drought: Low Severity [Type],1208.181585,Normal,Iteration and Timestep,604.0907926,NA,NA
2064,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1172.852047,Normal,Iteration and Timestep,586.4260237,NA,NA
2064,Central California Valley,Drought: Low Severity [Type],10.93880088,Normal,Iteration and Timestep,5.469400442,NA,NA
2064,Southern California Mountains,Drought: Low Severity [Type],625.5774218,Normal,Iteration and Timestep,312.7887109,NA,NA
2064,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],458.209903,Normal,Iteration and Timestep,229.1049515,NA,NA
2064,Central Basin and Range,Drought: Low Severity [Type],182.6411219,Normal,Iteration and Timestep,91.32056093,NA,NA
2064,Mojave Basin and Range,Drought: Low Severity [Type],298.8356599,Normal,Iteration and Timestep,149.41783,NA,NA
2064,Klamath Mountains,Drought: Low Severity [Type],571.2067134,Normal,Iteration and Timestep,285.6033567,NA,NA
2064,Northern Basin and Range,Drought: Low Severity [Type],78.48250292,Normal,Iteration and Timestep,39.24125146,NA,NA
2064,Sonoran Basin and Range,Drought: Low Severity [Type],14.68434514,Normal,Iteration and Timestep,7.342172571,NA,NA
2065,Coast Range,Drought: Low Severity [Type],314.2348337,Normal,Iteration and Timestep,157.1174168,NA,NA
2065,Cascades,Drought: Low Severity [Type],54.66928484,Normal,Iteration and Timestep,27.33464242,NA,NA
2065,Sierra Nevada,Drought: Low Severity [Type],1882.154122,Normal,Iteration and Timestep,941.0770612,NA,NA
2065,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],2334.557209,Normal,Iteration and Timestep,1167.278604,NA,NA
2065,Central California Valley,Drought: Low Severity [Type],20.46737865,Normal,Iteration and Timestep,10.23368932,NA,NA
2065,Southern California Mountains,Drought: Low Severity [Type],1183.50192,Normal,Iteration and Timestep,591.7509601,NA,NA
2065,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],609.5318552,Normal,Iteration and Timestep,304.7659276,NA,NA
2065,Central Basin and Range,Drought: Low Severity [Type],253.7458969,Normal,Iteration and Timestep,126.8729485,NA,NA
2065,Mojave Basin and Range,Drought: Low Severity [Type],421.2654501,Normal,Iteration and Timestep,210.632725,NA,NA
2065,Klamath Mountains,Drought: Low Severity [Type],764.5096883,Normal,Iteration and Timestep,382.2548441,NA,NA
2065,Northern Basin and Range,Drought: Low Severity [Type],110.2764348,Normal,Iteration and Timestep,55.13821738,NA,NA
2065,Sonoran Basin and Range,Drought: Low Severity [Type],24.90207313,Normal,Iteration and Timestep,12.45103657,NA,NA
2066,Coast Range,Drought: Low Severity [Type],228.9077025,Normal,Iteration and Timestep,114.4538513,NA,NA
2066,Cascades,Drought: Low Severity [Type],36.98250117,Normal,Iteration and Timestep,18.49125058,NA,NA
2066,Sierra Nevada,Drought: Low Severity [Type],1549.977057,Normal,Iteration and Timestep,774.9885286,NA,NA
2066,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1743.798104,Normal,Iteration and Timestep,871.8990519,NA,NA
2066,Central California Valley,Drought: Low Severity [Type],14.83853614,Normal,Iteration and Timestep,7.419268071,NA,NA
2066,Southern California Mountains,Drought: Low Severity [Type],949.3496163,Normal,Iteration and Timestep,474.6748082,NA,NA
2066,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],501.8570298,Normal,Iteration and Timestep,250.9285149,NA,NA
2066,Central Basin and Range,Drought: Low Severity [Type],270.766533,Normal,Iteration and Timestep,135.3832665,NA,NA
2066,Mojave Basin and Range,Drought: Low Severity [Type],430.8239184,Normal,Iteration and Timestep,215.4119592,NA,NA
2066,Klamath Mountains,Drought: Low Severity [Type],587.131372,Normal,Iteration and Timestep,293.565686,NA,NA
2066,Northern Basin and Range,Drought: Low Severity [Type],105.1941188,Normal,Iteration and Timestep,52.59705939,NA,NA
2066,Sonoran Basin and Range,Drought: Low Severity [Type],22.53182248,Normal,Iteration and Timestep,11.26591124,NA,NA
2067,Coast Range,Drought: Low Severity [Type],169.284617,Normal,Iteration and Timestep,84.64230849,NA,NA
2067,Cascades,Drought: Low Severity [Type],24.64107244,Normal,Iteration and Timestep,12.32053622,NA,NA
2067,Sierra Nevada,Drought: Low Severity [Type],1096.222306,Normal,Iteration and Timestep,548.1111531,NA,NA
2067,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1113.916516,Normal,Iteration and Timestep,556.9582581,NA,NA
2067,Central California Valley,Drought: Low Severity [Type],9.116341012,Normal,Iteration and Timestep,4.558170506,NA,NA
2067,Southern California Mountains,Drought: Low Severity [Type],670.0154736,Normal,Iteration and Timestep,335.0077368,NA,NA
2067,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],280.6523245,Normal,Iteration and Timestep,140.3261622,NA,NA
2067,Central Basin and Range,Drought: Low Severity [Type],214.4270258,Normal,Iteration and Timestep,107.2135129,NA,NA
2067,Mojave Basin and Range,Drought: Low Severity [Type],335.3917317,Normal,Iteration and Timestep,167.6958659,NA,NA
2067,Klamath Mountains,Drought: Low Severity [Type],450.0296569,Normal,Iteration and Timestep,225.0148284,NA,NA
2067,Northern Basin and Range,Drought: Low Severity [Type],54.14192621,Normal,Iteration and Timestep,27.0709631,NA,NA
2067,Sonoran Basin and Range,Drought: Low Severity [Type],14.62446635,Normal,Iteration and Timestep,7.312233174,NA,NA
2068,Coast Range,Drought: Low Severity [Type],144.9584535,Normal,Iteration and Timestep,72.47922674,NA,NA
2068,Cascades,Drought: Low Severity [Type],21.89362143,Normal,Iteration and Timestep,10.94681071,NA,NA
2068,Sierra Nevada,Drought: Low Severity [Type],914.9276503,Normal,Iteration and Timestep,457.4638251,NA,NA
2068,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],831.2076699,Normal,Iteration and Timestep,415.6038349,NA,NA
2068,Central California Valley,Drought: Low Severity [Type],6.890058915,Normal,Iteration and Timestep,3.445029458,NA,NA
2068,Southern California Mountains,Drought: Low Severity [Type],438.0497935,Normal,Iteration and Timestep,219.0248968,NA,NA
2068,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],253.4544521,Normal,Iteration and Timestep,126.727226,NA,NA
2068,Central Basin and Range,Drought: Low Severity [Type],205.6322918,Normal,Iteration and Timestep,102.8161459,NA,NA
2068,Mojave Basin and Range,Drought: Low Severity [Type],268.6376212,Normal,Iteration and Timestep,134.3188106,NA,NA
2068,Klamath Mountains,Drought: Low Severity [Type],382.412436,Normal,Iteration and Timestep,191.206218,NA,NA
2068,Northern Basin and Range,Drought: Low Severity [Type],46.78731372,Normal,Iteration and Timestep,23.39365686,NA,NA
2068,Sonoran Basin and Range,Drought: Low Severity [Type],11.41019135,Normal,Iteration and Timestep,5.705095673,NA,NA
2069,Coast Range,Drought: Low Severity [Type],153.2675803,Normal,Iteration and Timestep,76.63379016,NA,NA
2069,Cascades,Drought: Low Severity [Type],22.48514681,Normal,Iteration and Timestep,11.24257341,NA,NA
2069,Sierra Nevada,Drought: Low Severity [Type],769.220857,Normal,Iteration and Timestep,384.6104285,NA,NA
2069,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],590.5020414,Normal,Iteration and Timestep,295.2510207,NA,NA
2069,Central California Valley,Drought: Low Severity [Type],5.354438329,Normal,Iteration and Timestep,2.677219165,NA,NA
2069,Southern California Mountains,Drought: Low Severity [Type],256.2930579,Normal,Iteration and Timestep,128.146529,NA,NA
2069,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],241.0994459,Normal,Iteration and Timestep,120.549723,NA,NA
2069,Central Basin and Range,Drought: Low Severity [Type],165.3504191,Normal,Iteration and Timestep,82.67520957,NA,NA
2069,Mojave Basin and Range,Drought: Low Severity [Type],152.5929719,Normal,Iteration and Timestep,76.29648596,NA,NA
2069,Klamath Mountains,Drought: Low Severity [Type],419.248812,Normal,Iteration and Timestep,209.624406,NA,NA
2069,Northern Basin and Range,Drought: Low Severity [Type],40.16567759,Normal,Iteration and Timestep,20.0828388,NA,NA
2069,Sonoran Basin and Range,Drought: Low Severity [Type],6.336271884,Normal,Iteration and Timestep,3.168135942,NA,NA
2070,Coast Range,Drought: Low Severity [Type],166.0920433,Normal,Iteration and Timestep,83.04602163,NA,NA
2070,Cascades,Drought: Low Severity [Type],18.6688686,Normal,Iteration and Timestep,9.334434299,NA,NA
2070,Sierra Nevada,Drought: Low Severity [Type],665.5086734,Normal,Iteration and Timestep,332.7543367,NA,NA
2070,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],481.5362962,Normal,Iteration and Timestep,240.7681481,NA,NA
2070,Central California Valley,Drought: Low Severity [Type],4.588930901,Normal,Iteration and Timestep,2.294465451,NA,NA
2070,Southern California Mountains,Drought: Low Severity [Type],198.9735094,Normal,Iteration and Timestep,99.48675469,NA,NA
2070,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],204.2687802,Normal,Iteration and Timestep,102.1343901,NA,NA
2070,Central Basin and Range,Drought: Low Severity [Type],118.6851287,Normal,Iteration and Timestep,59.34256434,NA,NA
2070,Mojave Basin and Range,Drought: Low Severity [Type],117.7824625,Normal,Iteration and Timestep,58.89123125,NA,NA
2070,Klamath Mountains,Drought: Low Severity [Type],452.1245496,Normal,Iteration and Timestep,226.0622748,NA,NA
2070,Northern Basin and Range,Drought: Low Severity [Type],30.44024549,Normal,Iteration and Timestep,15.22012275,NA,NA
2070,Sonoran Basin and Range,Drought: Low Severity [Type],4.622334943,Normal,Iteration and Timestep,2.311167472,NA,NA
2071,Coast Range,Drought: Low Severity [Type],189.7585091,Normal,Iteration and Timestep,94.87925456,NA,NA
2071,Cascades,Drought: Low Severity [Type],20.47094281,Normal,Iteration and Timestep,10.2354714,NA,NA
2071,Sierra Nevada,Drought: Low Severity [Type],735.0679608,Normal,Iteration and Timestep,367.5339804,NA,NA
2071,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],513.1179789,Normal,Iteration and Timestep,256.5589895,NA,NA
2071,Central California Valley,Drought: Low Severity [Type],5.139751402,Normal,Iteration and Timestep,2.569875701,NA,NA
2071,Southern California Mountains,Drought: Low Severity [Type],191.2608553,Normal,Iteration and Timestep,95.63042763,NA,NA
2071,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],213.0854573,Normal,Iteration and Timestep,106.5427287,NA,NA
2071,Central Basin and Range,Drought: Low Severity [Type],114.4004101,Normal,Iteration and Timestep,57.20020505,NA,NA
2071,Mojave Basin and Range,Drought: Low Severity [Type],103.526821,Normal,Iteration and Timestep,51.7634105,NA,NA
2071,Klamath Mountains,Drought: Low Severity [Type],507.3477467,Normal,Iteration and Timestep,253.6738733,NA,NA
2071,Northern Basin and Range,Drought: Low Severity [Type],29.60638817,Normal,Iteration and Timestep,14.80319409,NA,NA
2071,Sonoran Basin and Range,Drought: Low Severity [Type],4.279498688,Normal,Iteration and Timestep,2.139749344,NA,NA
2072,Coast Range,Drought: Low Severity [Type],368.659219,Normal,Iteration and Timestep,184.3296095,NA,NA
2072,Cascades,Drought: Low Severity [Type],33.13455192,Normal,Iteration and Timestep,16.56727596,NA,NA
2072,Sierra Nevada,Drought: Low Severity [Type],1193.139235,Normal,Iteration and Timestep,596.5696174,NA,NA
2072,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],962.8737967,Normal,Iteration and Timestep,481.4368983,NA,NA
2072,Central California Valley,Drought: Low Severity [Type],10.73786886,Normal,Iteration and Timestep,5.368934432,NA,NA
2072,Southern California Mountains,Drought: Low Severity [Type],269.3991334,Normal,Iteration and Timestep,134.6995667,NA,NA
2072,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],388.0620677,Normal,Iteration and Timestep,194.0310339,NA,NA
2072,Central Basin and Range,Drought: Low Severity [Type],156.1434507,Normal,Iteration and Timestep,78.07172535,NA,NA
2072,Mojave Basin and Range,Drought: Low Severity [Type],128.0879144,Normal,Iteration and Timestep,64.04395719,NA,NA
2072,Klamath Mountains,Drought: Low Severity [Type],906.1173724,Normal,Iteration and Timestep,453.0586862,NA,NA
2072,Northern Basin and Range,Drought: Low Severity [Type],56.28962197,Normal,Iteration and Timestep,28.14481099,NA,NA
2072,Sonoran Basin and Range,Drought: Low Severity [Type],5.972828696,Normal,Iteration and Timestep,2.986414348,NA,NA
2073,Coast Range,Drought: Low Severity [Type],731.5219516,Normal,Iteration and Timestep,365.7609758,NA,NA
2073,Cascades,Drought: Low Severity [Type],53.95233049,Normal,Iteration and Timestep,26.97616524,NA,NA
2073,Sierra Nevada,Drought: Low Severity [Type],1738.020809,Normal,Iteration and Timestep,869.0104044,NA,NA
2073,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1248.127639,Normal,Iteration and Timestep,624.0638193,NA,NA
2073,Central California Valley,Drought: Low Severity [Type],14.93669167,Normal,Iteration and Timestep,7.468345833,NA,NA
2073,Southern California Mountains,Drought: Low Severity [Type],253.8388305,Normal,Iteration and Timestep,126.9194152,NA,NA
2073,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],552.0327924,Normal,Iteration and Timestep,276.0163962,NA,NA
2073,Central Basin and Range,Drought: Low Severity [Type],206.586957,Normal,Iteration and Timestep,103.2934785,NA,NA
2073,Mojave Basin and Range,Drought: Low Severity [Type],117.549712,Normal,Iteration and Timestep,58.77485602,NA,NA
2073,Klamath Mountains,Drought: Low Severity [Type],1879.339045,Normal,Iteration and Timestep,939.6695223,NA,NA
2073,Northern Basin and Range,Drought: Low Severity [Type],75.96558702,Normal,Iteration and Timestep,37.98279351,NA,NA
2073,Sonoran Basin and Range,Drought: Low Severity [Type],5.654930864,Normal,Iteration and Timestep,2.827465432,NA,NA
2074,Coast Range,Drought: Low Severity [Type],886.1172025,Normal,Iteration and Timestep,443.0586013,NA,NA
2074,Cascades,Drought: Low Severity [Type],55.55675559,Normal,Iteration and Timestep,27.7783778,NA,NA
2074,Sierra Nevada,Drought: Low Severity [Type],1793.955173,Normal,Iteration and Timestep,896.9775867,NA,NA
2074,California Chaparral and Oak Woodlands,Drought: Low Severity [Type],1640.470708,Normal,Iteration and Timestep,820.2353538,NA,NA
2074,Central California Valley,Drought: Low Severity [Type],18.90039649,Normal,Iteration and Timestep,9.450198247,NA,NA
2074,Southern California Mountains,Drought: Low Severity [Type],363.2531331,Normal,Iteration and Timestep,181.6265666,NA,NA
2074,Eastern Cascades Slopes and Foothills,Drought: Low Severity [Type],561.3823173,Normal,Iteration and Timestep,280.6911586,NA,NA
2074,Central Basin and Range,Drought: Low Severity [Type],167.3454358,Normal,Iteration and Timestep,83.67271789,NA,NA
2074,Mojave Basin and Range,Drought: Low Severity [Type],148.8253772,Normal,Iteration and Timestep,74.41268861,NA,NA
2074,Klamath Mountains,Drought: Low Severity [Type],2105.885976,Normal,Iteration and Timestep,1052.942988,NA,NA
2074,Northern Basin and Range,Drought: Low Severity [Type],71.14727333,Normal,Iteration and Timestep,35.57363667,NA,NA
